id,batch_size,n_instances,epochs_trained,efforts,arch_hidden_layers,arch_shape,arch_depth,arch_activation_fn,arch_dropout_rate,arch_optimizer_type,arch_learning_rate,arch_weight_decay,arch_momentum,arch_batch_size,arch_use_skip_connections,arch_initializer,arch_lr_scheduler,arch_scheduler_params,arch_seed,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc,forecasted_val_acc,score,fcst_greater_than_baseline,last_train_acc,last_train_loss,last_val_acc,last_val_loss,slope_val_acc,var_val_acc,gap_val_acc,p_sigmoid,p_mc,p_above_goal
207,128,"[69, 138, 276]",2,"[1, 3]","[84, 69, 38]",triangular,3,<class 'torch.nn.modules.activation.GELU'>,0.4,<class 'torch.optim.rmsprop.RMSprop'>,0.0021577357237000223,1e-05,,128,False,xavier_uniform,cosine,{'T_max': 50},14154,"[2.332634449005127, 2.3272522843402363]","[0.17391304347826086, 0.15217391304347827]","[2.1482858285738553, 2.0517237379371775]","[0.23121387283236994, 0.26011560693641617]",[],[],0.41011560693641613,4.52624924196601e-11,False,0.15217391304347827,2.3272522843402363,0.26011560693641617,2.0517237379371775,0.0,0.0,0.0,1.0373747293764118e-09,0.0,3.112124188129236e-10
216,32,"[69, 138]",1,[3],"[99, 11, 11, 55]",mutated,25,<class 'torch.nn.modules.activation.Tanh'>,0.1,<class 'torch.optim.adamw.AdamW'>,0.0655108914701854,0.0,,32,False,xavier_normal,cosine,{'T_max': 50},155375,[2.282876994298852],[0.11594202898550725],[2.300011341282398],[0.18497109826589594],[],[],0.33497109826589594,7.42054973912624e-12,False,0.11594202898550725,2.282876994298852,0.18497109826589594,2.300011341282398,0.0,0.0,0.0,2.3080163762074472e-10,0.0,6.924049128622343e-11
217,32,"[69, 138]",1,[3],"[99, 86, 79, 55]",mutated,25,<class 'torch.nn.modules.activation.Tanh'>,0.1,<class 'torch.optim.adamw.AdamW'>,0.0655108914701854,0.0,,32,False,xavier_normal,cosine,{'T_max': 50},155375,[2.244960843652919],[0.15942028985507245],[3.2661878993745486],[0.1676300578034682],[],[],0.3176300578034682,4.247061311263299e-12,False,0.15942028985507245,2.244960843652919,0.1676300578034682,3.2661878993745486,0.0,0.0,0.0,1.6316107290341209e-10,0.0,4.894832187102363e-11
213,32,"[69, 138]",1,[3],"[28, 23, 17, 17, 23, 28]",hourglass,5,<class 'torch.nn.modules.activation.GELU'>,0.4,<class 'torch.optim.adam.Adam'>,0.03903304514522225,1e-06,,32,True,kaiming_uniform,exponential,{'gamma': 0.99},14125,[6.756938032481981],[0.08695652173913043],[2.2491806173600213],[0.14450867052023122],[],[],0.2945086705202312,1.4128134069066413e-12,False,0.08695652173913043,6.756938032481981,0.14450867052023122,2.2491806173600213,0.0,0.0,0.0,1.027511696825894e-10,0.0,3.0825350904776826e-11
215,128,"[69, 138]",1,[1],"[6, 7, 11, 22, 30, 30, 34, 43, 49, 55, 59, 63, 63, 65, 70, 71, 72, 79, 81, 87, 88, 95, 100]",inv_pyramid,23,<class 'torch.nn.modules.activation.Tanh'>,0.1,<class 'torch.optim.adamw.AdamW'>,0.0010086448042679733,0.0001,,128,True,kaiming_normal,cosine,{'T_max': 50},14185,[2.268105983734131],[0.11594202898550725],[2.213051182686249],[0.12716763005780346],[],[],0.2771676300578034,0.0,False,0.11594202898550725,2.268105983734131,0.12716763005780346,2.213051182686249,0.0,0.0,0.0,7.26380941647003e-11,0.0,2.1791428249410093e-11
214,256,"[69, 138]",1,[1],"[55, 43, 28, 12]",pyramid,4,<class 'torch.nn.modules.activation.ReLU'>,0.1,<class 'torch.optim.rmsprop.RMSprop'>,0.00011852591749778217,0.0,,256,True,kaiming_uniform,none,{},14155,[2.346278429031372],[0.11594202898550725],[2.286940336227417],[0.12716763005780346],[],[],0.2771676300578034,0.0,False,0.11594202898550725,2.346278429031372,0.12716763005780346,2.286940336227417,0.0,0.0,0.0,7.26380941647003e-11,0.0,2.1791428249410093e-11
224,16,"[69, 138]",1,[5],"[99, 86, 79, 72]",mutated,25,<class 'torch.nn.modules.activation.Tanh'>,0.1,<class 'torch.optim.adamw.AdamW'>,0.0021515234499361693,0.0,,16,False,kaiming_uniform,cosine,{'T_max': 50},28250,[2.1649133087932197],[0.2028985507246377],[2.0126259540546836],[0.30057803468208094],[],[],0.4505780346820809,9.864518022770849e-11,False,0.2028985507246377,2.1649133087932197,0.30057803468208094,2.0126259540546836,0.0,0.0,0.0,2.330170905374608e-09,0.0,6.990512716123825e-10
223,32,"[69, 138]",1,[3],"[99, 11, 11, 55]",mutated,25,<class 'torch.nn.modules.activation.Tanh'>,0.1,<class 'torch.optim.adamw.AdamW'>,0.0655108914701854,0.0,,32,False,xavier_normal,cosine,{'T_max': 50},155375,[2.282876994298852],[0.11594202898550725],[2.300011341282398],[0.18497109826589594],[],[],0.33497109826589594,7.516400117056055e-12,False,0.11594202898550725,2.282876994298852,0.18497109826589594,2.300011341282398,0.0,0.0,0.0,2.3080163762074472e-10,0.0,6.924049128622343e-11
225,64,"[69, 138]",1,[2],"[55, 97, 11, 55]",mutated,3,<class 'torch.nn.modules.activation.Tanh'>,0.2,<class 'torch.optim.adamw.AdamW'>,0.0021515234499361693,0.0,,64,True,kaiming_uniform,cosine,{'T_max': 50},28250,[2.354474160982215],[0.07246376811594203],[2.169902841479792],[0.15028901734104047],[],[],0.30028901734104047,2.5046411405304076e-12,False,0.07246376811594203,2.354474160982215,0.15028901734104047,2.169902841479792,0.0,0.0,0.0,1.1534379038596545e-10,0.0,3.460313711578964e-11
220,32,"[69, 138]",1,[3],"[28, 23, 17, 17, 23, 28]",hourglass,5,<class 'torch.nn.modules.activation.GELU'>,0.4,<class 'torch.optim.adam.Adam'>,0.03903304514522225,1e-06,,32,True,kaiming_uniform,exponential,{'gamma': 0.99},14125,[6.756938032481981],[0.08695652173913043],[2.2491806173600213],[0.14450867052023122],[],[],0.2945086705202312,1.9580245063245635e-12,False,0.08695652173913043,6.756938032481981,0.14450867052023122,2.2491806173600213,0.0,0.0,0.0,1.027511696825894e-10,0.0,3.0825350904776826e-11
226,256,"[69, 138]",1,[1],"[68, 97, 31, 72]",mutated,14,<class 'torch.nn.modules.activation.Tanh'>,0.2,<class 'torch.optim.adamw.AdamW'>,0.0007006700163436125,0.0,,256,True,kaiming_uniform,step,"{'T_max': 50, 'gamma': 0.9, 'step_size': 5}",28250,[2.2826130390167236],[0.11594202898550725],[2.1982357501983643],[0.1329479768786127],[],[],0.28294797687861273,1.037306132808562e-12,False,0.11594202898550725,2.2826130390167236,0.1329479768786127,2.1982357501983643,0.0,0.0,0.0,8.154022122844821e-11,0.0,2.4462066368534466e-11
222,64,"[69, 138]",1,[2],"[51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51]",constant,14,<class 'torch.nn.modules.activation.Sigmoid'>,0.3,<class 'torch.optim.adam.Adam'>,0.0015361817652963985,0.001,,64,True,kaiming_uniform,step,"{'step_size': 10, 'gamma': 0.1}",14187,[2.2569013574849004],[0.10144927536231885],[2.241261327886857],[0.11560693641618497],[],[],0.26560693641618494,0.0,False,0.10144927536231885,2.2569013574849004,0.11560693641618497,2.241261327886857,0.0,0.0,0.0,5.7643395068516504e-11,0.0,1.7293018520554954e-11
221,1024,"[69, 138]",1,[1],"[67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67]",constant,19,<class 'torch.nn.modules.activation.ELU'>,0.4,<class 'torch.optim.adam.Adam'>,0.00013809339577699909,0.01,,1024,True,xavier_uniform,none,{},14156,[3747.395263671875],[0.18840579710144928],[46.694427490234375],[0.11560693641618497],[],[],0.26560693641618494,0.0,False,0.18840579710144928,3747.395263671875,0.11560693641618497,46.694427490234375,0.0,0.0,0.0,5.7643395068516504e-11,0.0,1.7293018520554954e-11
0,512,"[69, 138, 276, 552, 1104, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382]",33,"[1, 2, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23, 25, 27, 29, 31, 33, 35, 37, 39, 41, 43, 45, 47, 49, 51, 53, 55, 57, 59, 61, 63]","[68, 65, 64, 54, 48, 41, 36, 8, 36, 41, 48, 54, 64, 65, 68]",hourglass,14,<class 'torch.nn.modules.activation.ELU'>,0.1,<class 'torch.optim.sgd.SGD'>,0.0007006700163436125,0.0,0.95,512,True,kaiming_uniform,step,"{'step_size': 5, 'gamma': 0.9}",0,"[2.9038896560668945, 3.499818801879883, 3.4471287727355957, 3.26106702072033, 3.0876395833475025, 2.882645487267788, 2.7302808074978775, 2.625987191621198, 2.5497916835089325, 2.4872476016043237, 2.4302969303213913, 2.3772385386068122, 2.326388482247006, 2.276414110760613, 2.2283802967513178, 2.1838692140303197, 2.1427816206052923, 2.105330080268352, 2.071163363981178, 2.0401950900357986, 2.0115368362791113, 1.9850166047533755, 1.9606328155473414, 1.9381405920782242, 1.9171227739447279, 1.8971197965693716, 1.877733098097717, 1.8586929192936368, 1.8398246640924434, 1.8211108651416519, 1.8026235324429016, 1.7841765658037707, 1.765645667198943]","[0.15942028985507245, 0.12318840579710146, 0.10869565217391304, 0.10144927536231885, 0.10564399421128799, 0.11432706222865413, 0.13024602026049203, 0.1287988422575977, 0.1345875542691751, 0.15050651230101303, 0.1577424023154848, 0.1649782923299566, 0.17655571635311143, 0.18958031837916064, 0.2040520984081042, 0.20694645441389292, 0.2098408104196816, 0.21852387843704776, 0.21852387843704776, 0.23299565846599132, 0.24457308248914617, 0.2503617945007236, 0.2662807525325615, 0.2793053545586107, 0.28798842257597684, 0.3053545586107091, 0.31982633863965265, 0.3299565846599132, 0.341534008683068, 0.35021707670043417, 0.35600578871201155, 0.361794500723589, 0.37771345875542695]","[2.7305121421813965, 2.696981906890869, 2.6531293392181396, 2.558337926864624, 2.475253105163574, 2.415024757385254, 2.3724727630615234, 2.3411285877227783, 2.3167951107025146, 2.296264886856079, 2.2767786979675293, 2.2581121921539307, 2.240630865097046, 2.224475860595703, 2.2095415592193604, 2.1956634521484375, 2.1827938556671143, 2.170957326889038, 2.160283088684082, 2.150878429412842, 2.1428122520446777, 2.1359217166900635, 2.129956007003784, 2.124671697616577, 2.119885206222534, 2.1154675483703613, 2.111272096633911, 2.1071715354919434, 2.103105068206787, 2.0990164279937744, 2.0948612689971924, 2.0906291007995605, 2.0863468647003174]","[0.17341040462427745, 0.1676300578034682, 0.1676300578034682, 0.16184971098265896, 0.15606936416184972, 0.15028901734104047, 0.15028901734104047, 0.14450867052023122, 0.1676300578034682, 0.18497109826589594, 0.1791907514450867, 0.15606936416184972, 0.17341040462427745, 0.1907514450867052, 0.2023121387283237, 0.19653179190751446, 0.1907514450867052, 0.1907514450867052, 0.18497109826589594, 0.1791907514450867, 0.19653179190751446, 0.19653179190751446, 0.1907514450867052, 0.1907514450867052, 0.19653179190751446, 0.20809248554913296, 0.1907514450867052, 0.2023121387283237, 0.2023121387283237, 0.20809248554913296, 0.21965317919075145, 0.21965317919075145, 0.2254335260115607]",[],[],1.0,0.09619177981062935,True,0.37771345875542695,1.765645667198943,0.2254335260115607,2.0863468647003174,0.0008390826030206974,0.0004312011030942806,0.041365606936416194,0.0001425543170425848,0.996,0.6972427662951127
119,32,"[69, 138, 276, 552, 1104, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382]",17,"[3, 8, 17, 35, 57, 79, 101, 123, 145, 167, 189, 211, 233, 255, 277, 299, 321]","[99, 86, 79, 55]",mutated,25,<class 'torch.nn.modules.activation.Tanh'>,0.1,<class 'torch.optim.adamw.AdamW'>,0.0655108914701854,0.0,,32,False,xavier_normal,cosine,{'T_max': 50},155375,"[2.2748318305913955, 1.9795762844707654, 1.5968083160510962, 1.2301987012227376, 1.354994597207275, 1.338391740139245, 1.1921280555200646, 1.1524810427004626, 1.1324555054414807, 1.1419946001856096, 1.1752777989797414, 0.9958617749331484, 1.206218397738102, 1.469852098162716, 1.30342101947271, 1.332798209618211, 1.1876436016494045]","[0.14492753623188406, 0.4420289855072464, 0.5144927536231884, 0.6177536231884058, 0.5817655571635311, 0.6034732272069464, 0.6439942112879884, 0.6410998552821997, 0.6410998552821997, 0.6410998552821997, 0.6324167872648335, 0.6743849493487699, 0.6338639652677279, 0.5672937771345875, 0.5745296671490593, 0.5918958031837916, 0.61794500723589]","[2.665001027156852, 2.360043770316019, 1.1741369094462752, 1.31417651810398, 1.843150909236401, 1.1693023157257565, 1.3256710757409906, 1.021160308163979, 1.2464012438162213, 1.5389206636847788, 0.9762441753652055, 1.1598467730373316, 1.339249100988311, 1.401381436110921, 1.5668934611226781, 1.3629311371400865, 1.468735351727877]","[0.2138728323699422, 0.30057803468208094, 0.7052023121387283, 0.5838150289017341, 0.5086705202312138, 0.6820809248554913, 0.5838150289017341, 0.7167630057803468, 0.5722543352601156, 0.5202312138728323, 0.6416184971098265, 0.6936416184971098, 0.5953757225433526, 0.5202312138728323, 0.5260115606936416, 0.5202312138728323, 0.6127167630057804]",[],[],1.0,0.06586655852045506,True,0.61794500723589,1.1876436016494045,0.6127167630057804,1.468735351727877,0.0012542261969680445,0.016823899607386845,0.057442196531791945,0.00010485261906628895,0.682,0.4774314557857199
218,32,"[69, 138, 276, 552]",3,"[3, 8, 17]","[99, 62, 62, 55]",mutated,25,<class 'torch.nn.modules.activation.Tanh'>,0.1,<class 'torch.optim.adamw.AdamW'>,0.0021515234499361693,0.0,,32,False,xavier_normal,cosine,{'T_max': 50},28250,"[2.2038173986517866, 1.9490314186483189, 1.5922567101492398]","[0.08695652173913043, 0.4420289855072464, 0.677536231884058]","[2.0746006910511525, 1.8627583098549374, 1.408360333801005]","[0.3236994219653179, 0.4913294797687861, 0.6936416184971098]",[],[],1.0,0.06297750348335168,True,0.677536231884058,1.5922567101492398,0.6936416184971098,1.408360333801005,0.026424442609413706,0.022876362947865502,0.2861271676300578,0.0003008031819265389,0.652,0.4564902409545779
31,32,"[69, 138, 276, 552, 1104, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382]",31,"[3, 8, 17, 35, 57, 79, 101, 123, 145, 167, 189, 211, 233, 255, 277, 299, 321, 343, 365, 387, 409, 431, 453, 475, 497, 519, 541, 563, 585, 607, 629]","[99, 11, 11, 55]",mutated,25,<class 'torch.nn.modules.activation.Tanh'>,0.1,<class 'torch.optim.sgd.SGD'>,0.0655108914701854,0.0,0.95,32,False,xavier_normal,cosine,{'T_max': 50},155375,"[2.196013820344123, 2.1236586328865825, 1.8034962484802024, 0.8407449609991433, 0.4210694967061497, 0.3782160881739622, 0.3384456938906275, 0.23893659676165035, 0.1358014548496598, 0.10829026106200498, 0.07311542920886867, 0.1115936226603695, 0.1585992359476738, 0.14564728473788924, 0.13797419946290304, 0.07390494513771512, 0.07620214277611541, 0.03147365155413494, 0.015521245447894513, 0.014519123675897394, 0.008998996257383037, 0.005347070683470446, 0.003649035793304236, 0.0028612260533952966, 0.002496765598672605, 0.0022355955593918375, 0.0020180924671697707, 0.0017890900028466857, 0.0016563037872543915, 0.0015395071963614862, 0.0014381868685027935]","[0.11594202898550725, 0.2028985507246377, 0.427536231884058, 0.7445652173913043, 0.8813314037626628, 0.8842257597684515, 0.8958031837916064, 0.934876989869754, 0.9652677279305355, 0.975397973950796, 0.9768451519536903, 0.9725036179450073, 0.9580318379160637, 0.9522431259044862, 0.9696092619392185, 0.9826338639652678, 0.9782923299565847, 0.9956584659913169, 0.9985528219971056, 0.9956584659913169, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[2.1828990478736126, 2.0432432986408298, 1.363275519685249, 0.48242222143046426, 0.6178833472763183, 0.6813465486027602, 0.4069225775196373, 0.5148452270151562, 0.47661160560852356, 0.557139245480988, 0.5134049423491163, 0.6260887466282233, 0.564606075928778, 0.7723085105074623, 0.6045674037382093, 0.679813969169738, 0.6473377646738394, 0.6456083714789738, 0.7026645580382016, 0.7378889719358069, 0.7488899418728889, 0.6938247789192751, 0.6909266187018053, 0.7023503319548734, 0.712031529817967, 0.7186255949856228, 0.723264303252187, 0.7274946875310357, 0.7317123096543929, 0.7357642038623032, 0.7395953456790461]","[0.1676300578034682, 0.3063583815028902, 0.6358381502890174, 0.8670520231213873, 0.8901734104046243, 0.8670520231213873, 0.9190751445086706, 0.9248554913294798, 0.9132947976878613, 0.9017341040462428, 0.8959537572254336, 0.861271676300578, 0.9132947976878613, 0.8786127167630058, 0.8901734104046243, 0.8901734104046243, 0.9190751445086706, 0.9017341040462428, 0.9075144508670521, 0.9075144508670521, 0.8786127167630058, 0.9075144508670521, 0.9075144508670521, 0.9132947976878613, 0.9132947976878613, 0.9075144508670521, 0.9075144508670521, 0.9132947976878613, 0.9132947976878613, 0.9132947976878613, 0.9132947976878613]",[],[],1.0,0.06296846746780736,True,1.0,0.0014381868685027935,0.9132947976878613,0.7395953456790461,0.0011911577314447173,0.028668890289745386,0.06551059730250475,8.247903521796112e-05,0.652,0.45642474371056535
212,128,"[69, 138, 276, 552, 1104]",4,"[1, 3, 6, 11]","[44, 145, 93, 72]",mutated,3,<class 'torch.nn.modules.activation.Tanh'>,0.1,<class 'torch.optim.adamw.AdamW'>,0.0021515234499361693,0.0,,128,True,kaiming_uniform,cosine,{'T_max': 50},28250,"[2.1582489013671875, 2.0339940268060435, 1.8662597683892734, 1.6283403099447056]","[0.21739130434782608, 0.26811594202898553, 0.44565217391304346, 0.5996376811594203]","[2.106356234908793, 1.9527356452335511, 1.7520904940676827, 1.4103732798140862]","[0.2254335260115607, 0.3872832369942196, 0.5202312138728323, 0.6763005780346821]",[],[],1.0,0.06144460719311075,True,0.5996376811594203,1.6283403099447056,0.6763005780346821,1.4103732798140862,0.045086705202312144,0.02762162117010258,0.29865125240847784,0.0005969852489176067,0.636,0.44537909557467525
121,32,"[69, 138, 276, 552, 1104, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382]",17,"[3, 8, 17, 35, 57, 79, 101, 123, 145, 167, 189, 211, 233, 255, 277, 299, 321]","[99, 62, 62, 72]",mutated,3,<class 'torch.nn.modules.activation.Tanh'>,0.1,<class 'torch.optim.adamw.AdamW'>,0.0021515234499361693,1e-06,,32,True,xavier_normal,cosine,{'T_max': 50},28250,"[2.2107875554457954, 1.8777054340943047, 1.5718936954719434, 0.9525199843489606, 0.3253072059016497, 0.06664770026994511, 0.02727836437318501, 0.0172373808154839, 0.012651744322897125, 0.009896414993969689, 0.00803320394160412, 0.006689347731092387, 0.005680755986367095, 0.004899622867080651, 0.004279500023123583, 0.00377734378788906, 0.003364797557573415]","[0.17391304347826086, 0.4927536231884058, 0.6666666666666666, 0.822463768115942, 0.9479015918958031, 0.9956584659913169, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[2.053658783091286, 1.8255560026003446, 1.3208814969641625, 0.5718702589500846, 0.27664586979185224, 0.20458545161120464, 0.1995065726253683, 0.19967504946051995, 0.1998703914312269, 0.1999927529623743, 0.20041572405940536, 0.20112563516793913, 0.2019834953731712, 0.20291317761418104, 0.2038789891524811, 0.2048637912301831, 0.20586511492729187]","[0.35260115606936415, 0.5491329479768786, 0.7572254335260116, 0.9075144508670521, 0.9364161849710982, 0.9364161849710982, 0.9421965317919075, 0.9421965317919075, 0.9421965317919075, 0.9421965317919075, 0.9421965317919075, 0.9421965317919075, 0.9421965317919075, 0.9421965317919075, 0.9421965317919075, 0.9421965317919075, 0.9421965317919075]",[],[],1.0,0.061423581439023066,True,1.0,0.003364797557573415,0.9421965317919075,0.20586511492729187,0.0018540735085614572,0.026525290939421683,0.07586705202312138,8.897042782871993e-05,0.636,0.4452266911283486
156,32,"[69, 138, 276, 552, 1104, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382]",12,"[3, 8, 17, 35, 57, 79, 101, 123, 145, 167, 189, 211]","[55, 145, 62, 72]",mutated,25,<class 'torch.nn.modules.activation.Tanh'>,0.1,<class 'torch.optim.adamw.AdamW'>,0.0655108914701854,1e-06,,32,True,xavier_normal,cosine,{'T_max': 50},28250,"[2.324543111566184, 2.656014915825664, 2.277081036913222, 1.7516874144042747, 1.605415542460385, 1.3745285219980563, 1.1531222120207747, 1.0808097834870025, 0.9637899014953248, 1.0302264068475162, 1.1136139165475296, 1.2911896552087256]","[0.11594202898550725, 0.21014492753623187, 0.3804347826086957, 0.4148550724637681, 0.5296671490593343, 0.5918958031837916, 0.6338639652677279, 0.662807525325615, 0.6975397973950795, 0.7163531114327062, 0.6497829232995659, 0.6034732272069464]","[3.591954680536524, 3.046829790049206, 1.7385380068266323, 1.459063405935475, 1.2070308455153007, 1.096185972580331, 0.9121729907272869, 1.2274407244831151, 1.0352230258070665, 1.1358942775368002, 1.5657930119189223, 1.3131992348356742]","[0.2023121387283237, 0.3063583815028902, 0.3988439306358382, 0.5491329479768786, 0.6416184971098265, 0.6473988439306358, 0.6589595375722543, 0.6011560693641619, 0.6994219653179191, 0.6647398843930635, 0.5664739884393064, 0.5895953757225434]",[],[],1.0,0.06084444311027693,True,0.6034732272069464,1.2911896552087256,0.5895953757225434,1.3131992348356742,0.001861938639395287,0.02269514703316367,0.04992117708880717,9.609039904642589e-05,0.63,0.44102882711971386
195,32,"[69, 138, 276, 552, 1104, 1382, 1382]",6,"[3, 8, 17, 35, 57, 79]","[55, 11, 11, 55]",mutated,3,<class 'torch.nn.modules.activation.Tanh'>,0.2,<class 'torch.optim.adamw.AdamW'>,0.0021515234499361693,0.0,,32,True,kaiming_uniform,cosine,{'T_max': 50},28250,"[2.2502213802890503, 2.128874205160832, 2.0607006066087363, 1.9056050276410752, 1.6078399749292134, 1.1133355374964204]","[0.07246376811594203, 0.2028985507246377, 0.213768115942029, 0.3442028985507246, 0.5021707670043415, 0.7134587554269175]","[2.1526781589309603, 2.063182619265738, 1.908067409702808, 1.5662335412350694, 1.2070241587699493, 0.8840580200184287]","[0.20809248554913296, 0.26011560693641617, 0.42196531791907516, 0.6358381502890174, 0.7745664739884393, 0.815028901734104]",[],[],1.0,0.060650042508068845,True,0.7134587554269175,1.1133355374964204,0.815028901734104,0.8840580200184287,0.00798600547611804,0.05661639955301621,0.35491329479768785,6.573708067708781e-05,0.628,0.4396197211242031
41,64,"[69, 138, 276, 552, 1104, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382, 1382]",29,"[2, 5, 10, 19, 30, 41, 52, 63, 74, 85, 96, 107, 118, 129, 140, 151, 162, 173, 184, 195, 206, 217, 228, 239, 250, 261, 272, 283, 294]","[99, 97, 62, 72]",mutated,3,<class 'torch.nn.modules.activation.Tanh'>,0.2,<class 'torch.optim.adamw.AdamW'>,0.0655108914701854,0.0,0.95,64,False,kaiming_uniform,cosine,{'T_max': 50},155375,"[2.2594982886659927, 2.2251128424768862, 1.997703534969385, 1.8274991857832756, 1.4788127444069914, 1.1034147955056728, 0.9685403030964124, 0.798930563474702, 0.6482963200588475, 0.5785405352043174, 0.44823170199925577, 0.4282610788186621, 0.35581931536518546, 0.38805883243011496, 0.3974217890658013, 0.5584880259378602, 0.6306157223395087, 0.5720490611410348, 0.6155566730564824, 0.6679600159787235, 0.790199262188416, 0.8174875134497062, 1.0170553601771464, 0.9510429169438165, 0.9411923075377855, 0.970586276951471, 0.9392932565443423, 1.023625704037988, 0.9522076981457546]","[0.14492753623188406, 0.2318840579710145, 0.42391304347826086, 0.5, 0.552821997105644, 0.6541244573082489, 0.7163531114327062, 0.7568740955137482, 0.7800289435600579, 0.8335745296671491, 0.8480463096960926, 0.8842257597684515, 0.8827785817655571, 0.8596237337192475, 0.8784370477568741, 0.8263386396526773, 0.8002894356005789, 0.8176555716353111, 0.8176555716353111, 0.7988422575976846, 0.76410998552822, 0.7655571635311144, 0.7221418234442837, 0.7496382054992764, 0.7279305354558611, 0.7337192474674384, 0.723589001447178, 0.703328509406657, 0.7062228654124457]","[2.6149669299924994, 2.048513251232963, 2.0078543651999765, 1.206534562083338, 0.93813941175538, 0.7218683096714792, 0.9172874451372665, 0.7140369546206701, 0.7028667771747347, 0.6000114195264143, 0.7416490257819953, 0.5465654406933426, 0.6378119338110003, 0.621571226099323, 0.66382031461407, 0.7909490069902012, 0.6991264864888495, 0.9998778290831285, 0.8565926572490978, 0.9836876009930076, 1.0372649403665797, 0.8208842594499532, 1.0546061689454007, 1.0559612236960085, 0.8803723909262288, 1.0671225882679052, 1.0089595310949866, 1.0366694396630878, 1.568015128890903]","[0.17341040462427745, 0.26011560693641617, 0.48554913294797686, 0.6069364161849711, 0.6936416184971098, 0.7456647398843931, 0.6994219653179191, 0.7630057803468208, 0.791907514450867, 0.8208092485549133, 0.7803468208092486, 0.8092485549132948, 0.815028901734104, 0.8265895953757225, 0.7572254335260116, 0.7398843930635838, 0.815028901734104, 0.7341040462427746, 0.7861271676300579, 0.7456647398843931, 0.6878612716763006, 0.7167630057803468, 0.6878612716763006, 0.6705202312138728, 0.7456647398843931, 0.6936416184971098, 0.7052023121387283, 0.6647398843930635, 0.5375722543352601]",[],[],1.0,0.06045803480978743,True,0.7062228654124457,0.9522076981457546,0.5375722543352601,1.568015128890903,0.0012471296222978858,0.022697236412343145,-0.1560693641618498,9.320003159006042e-05,0.626,0.438227960009477
